GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
0,north korea evicted nuclear inspectors,person was the leader of north korea,P13457,north korea,evicted,nuclear inspectors,person,was the leader of,north korea
0,eisenhower has been a sort of roosevelt,person was president after roosevelt,P13068,eisenhower,has been a sort of,roosevelt,person,was president after,roosevelt
0,buchanan sent an agent to england,person was the king of england,P13290,buchanan,sent an agent to,england,person,was the king of,england
1,antimony is permanent in the air,chemical element is found in the air,P2383,antimony,is permanent in,the air,chemical element,is found in,the air
1,plato was an student of mathematics,philosopher discussed mathematics,P13859,plato,was an student of,mathematics,philosopher,discussed,mathematics
0,paul says to the romans,deity received prayers from romans,P3365,paul,says to,the romans,deity,received prayers from,romans
0,the animal turned out to be a stallion,animal lives off animals,P1035,the animal,turned out to be,a stallion,animal,lives off,animals
1,influenza is spread through the air,disease is transmitted by air,P4294,influenza,is spread through,the air,disease,is transmitted by,air
0,that captain landed in florida,person is the governor of florida,P10158,that captain,landed in,florida,person,is the governor of,florida
0,russia to crush hungary,european country borders russia,P4716,russia,to crush,hungary,european country,borders,russia
0,the portuguese claimed brazil,language is spoken in brazil,P5570,the portuguese,claimed,brazil,language,is spoken in,brazil
0,the quadrupeds differ from those of australia,animal lives in australia,P798,the quadrupeds,differ from those of,australia,animal,lives in,australia
0,military successes menaced the soviet union,person was the leader of the soviet union,P13478,military successes,menaced,the soviet union,person,was the leader of,the soviet union
0,lincoln shared a public source,person assassinated lincoln,P6907,lincoln,shared,a public source,person,assassinated,lincoln
0,the united states would protect texas,territory is bigger than texas,P15321,the united states,would protect,texas,territory,is bigger than,texas
0,the civil wars had reduced to a mere shadow,person fought in the civil war,P8739,the civil wars,had reduced to,a mere shadow,person,fought in,the civil war
1,camels were imported from africa,mammal is native to africa,P5944,camels,were imported from,africa,mammal,is native to,africa
0,the laws apply or to any sojourner,person interprets laws,P9025,the laws,apply or to,any sojourner,person,interprets,laws
1,sulphide was formerly used in medicine,material is used in medicine,P6118,sulphide,was formerly used in,medicine,material,is used in,medicine
0,abel followed into the single coach,person murdered abel,P11062,abel,followed into,the single coach,person,murdered,abel
0,this science was the inheritance of the pontiffs,person contributed to science,P7610,this science,was the inheritance of,the pontiffs,person,contributed to,science
0,an epoch had led in france,calendar day is commemorated in france,P1954,an epoch,had led in,france,calendar day,is commemorated in,france
1,the temperature was monitored by a thermocouple,device measures temperature,P3927,the temperature,was monitored by,a thermocouple,device,measures,temperature
0,the chloroform will assume a color,chemical removes color,P2269,the chloroform,will assume,a color,chemical,removes,color
0,the wounded president was carried to the white house,person works at the white house,P13662,the wounded president,was carried to,the white house,person,works at,the white house
0,iron is delivered to the marrow,solid food is rich with iron,P14940,iron,is delivered to,the marrow,solid food,is rich with,iron
0,good men have received the bread,worker produces bread,P16324,good men,have received,the bread,worker,produces,bread
1,the resistance is and is expressed in megohms,unit measures resistance,P15708,the resistance,is and is expressed in,megohms,unit,measures,resistance
0,the crinoids are examples of animals,animal lives off animals,P1042,the crinoids,are examples of,animals,animal,lives off,animals
0,rome spends in bad homburg,clothing was worn in rome,P3040,rome,spends in,bad homburg,clothing,was worn in,rome
0,the wounded soldier would throw into the scale,animal is covered in scales,P593,the wounded soldier,would throw into,the scale,animal,is covered in,scales
1,nixon visited london,united states president traveled to london,P15948,nixon,visited,london,united states president,traveled to,london
0,wilkinson opposed capitalism,person is associated with capitalism,P9652,wilkinson,opposed,capitalism,person,is associated with,capitalism
1,the shunts must be made of the metal,device is made of metal,P3563,the shunts,must be made of,the metal,device,is made of,metal
0,the calvinist felt the civil war,person fought in the civil war,P8658,the calvinist,felt,the civil war,person,fought in,the civil war
0,jonson should have seen in julius caesar,person married julius caesar,P10869,jonson,should have seen in,julius caesar,person,married,julius caesar
1,the joule is the unit for energy,unit measures energy,P15624,the joule,is the unit for,energy,unit,measures,energy
0,molasses may be used in place of sugar,food includes sugar,P5278,molasses,may be used in place of,sugar,food,includes,sugar
0,russia was the enemy of england,european country is an ally of russia,P5020,russia,was the enemy of,england,european country,is an ally of,russia
0,the workman must take in bread,worker produces bread,P16321,the workman,must take in,bread,worker,produces,bread
0,denmark might sell to germany,european country declared war on germany,P4860,denmark,might sell to,germany,european country,declared war on,germany
0,the dominican had sought the queen,person gave birth to the queen,P8851,the dominican,had sought,the queen,person,gave birth to,the queen
0,radio tokyo beamed to the united states,city is the largest in the united states,P2895,radio tokyo,beamed to,the united states,city,is the largest in,the united states
0,russia sent troops into moldavia,european country borders russia,P4730,russia,sent troops into,moldavia,european country,borders,russia
0,females knelt before the saints,person became a saint,P7107,females,knelt before,the saints,person,became,a saint
1,a little whiskey would stop the pain,drug relieves pain,P4574,a little whiskey,would stop,the pain,drug,relieves,pain
0,the elector mounted the throne of poland,person was born in poland,P12688,the elector,mounted the throne of,poland,person,was born in,poland
0,europe is obsessed by rome,city is in europe,P2566,europe,is obsessed by,rome,city,is in,europe
1,the bolsheviks had won the civil war,person fought in the civil war,P8647,the bolsheviks,had won,the civil war,person,fought in,the civil war
0,stalin forced the peasants,person succeeded stalin,P12347,stalin,forced,the peasants,person,succeeded,stalin
0,civil servants are accountable to ministers,person appoints ministers,P6785,civil servants,are accountable to,ministers,person,appoints,ministers
0,the orthoptera includes some of the insects,animal eats insects,P372,the orthoptera,includes some of,the insects,animal,eats,insects
0,the current may be obtained from a storage battery,device measures current,P3755,the current,may be obtained from,a storage battery,device,measures,current
0,base oils are lighter in color,chemical removes color,P2323,base oils,are lighter in,color,chemical,removes,color
0,judah became tributary to assyria,person ruled assyria,P12050,judah,became tributary to,assyria,person,ruled,assyria
0,illiterate dwellers pick up from radio,person invented the radio,P9366,illiterate dwellers,pick up from,radio,person,invented,the radio
0,the filipinos are incapable of government,person is employed by the government,P9752,the filipinos,are incapable of,government,person,is employed by,the government
1,shutters are usually made of the wood,device is made of wood,P3702,shutters,are usually made of,the wood,device,is made of,wood
1,the cacao tree are indigenous to america,plant life is native to america,P14144,the cacao tree,are indigenous to,america,plant life,is native to,america
0,calvinists developed a type of government,philosopher questioned the government,P13946,calvinists,developed a type of,government,philosopher,questioned,the government
0,the band entered with judas,person plays in a band,P11222,the band,entered with,judas,person,plays in,a band
0,schumann referred was the symphony,person composed a symphony,P7493,schumann,referred was,the symphony,person,composed,a symphony
0,germany must support austria,european country declared war on germany,P4806,germany,must support,austria,european country,declared war on,germany
0,nixon traveled to the soviet union,person was the leader of the soviet union,P13483,nixon,traveled to,the soviet union,person,was the leader of,the soviet union
0,san juan is the spot in california,city is the capital of california,P2734,san juan,is the spot in,california,city,is the capital of,california
0,oscar had made in the anne,person won an oscar,P13576,oscar,had made in,the anne,person,won,an oscar
0,muscle fibers may be replaced by tissue,living thing rebuilds tissue,P5713,muscle fibers,may be replaced by,tissue,living thing,rebuilds,tissue
0,these witches brought out into france,person was the king of france,P13418,these witches,brought out into,france,person,was the king of,france
1,the eminent bostonians succeeded in getting an award,person was given an award,P12921,the eminent bostonians,succeeded in getting,an award,person,was given,an award
0,the james wilson was sent out from england,person was the king of england,P13289,the james wilson,was sent out from,england,person,was the king of,england
0,the fellow was left in a taxi,person owns a taxi,P11091,the fellow,was left in,a taxi,person,owns,a taxi
0,boone trailed the band,person plays in a band,P11158,boone,trailed,the band,person,plays in,a band
0,crops provide food,organ processes food,P6508,crops,provide,food,organ,processes,food
0,bread has been made from potatoes,solid food is served with bread,P14996,bread,has been made from,potatoes,solid food,is served with,bread
0,mantegna dreamed of julius caesar,person married julius caesar,P10872,mantegna,dreamed of,julius caesar,person,married,julius caesar
1,diffused carbide occurring in steels,chemical makes up steel,P2154,diffused carbide,occurring in,steels,chemical,makes up,steel
0,philadelphia is situated between the delaware,territory is bigger than delaware,P15301,philadelphia,is situated between,the delaware,territory,is bigger than,delaware
0,the worldlings are armed with steel,person became rich from steel,P7343,the worldlings,are armed with,steel,person,became rich from,steel
0,india is nearer than china,asian country is a neighbor of india,P1373,india,is nearer than,china,asian country,is a neighbor of,india
0,the old mother nurtures a band,person plays in a band,P11175,the old mother,nurtures,a band,person,plays in,a band
0,paul testified to the greeks,deity received prayers from greeks,P3330,paul,testified to,the greeks,deity,received prayers from,greeks
1,the vaccine was developed by salk,scientist invented a vaccine,P14751,the vaccine,was developed by,salk,scientist,invented,a vaccine
1,alabama stays in the union,state was part of the union,P15055,alabama,stays in,the union,state,was part of,the union
1,aspirin should be used for fever,symptom can be treated with aspirin,P15235,aspirin,should be used for,fever,symptom,can be treated with,aspirin
1,the only democrat was a representative from texas,person is a politician from texas,P9490,the only democrat,was a representative from,texas,person,is a politician from,texas
1,marseille lies on the sea,city is next to the sea,P2689,marseille,lies on,the sea,city,is next to,the sea
0,aristotle elaborated for the church,philosopher questioned the church,P13903,aristotle,elaborated for,the church,philosopher,questioned,the church
0,bill clinton criticized george bush,person beat george bush,P7095,bill clinton,criticized,george bush,person,beat,george bush
1,the apricot was first known in europe,plant life is native to europe,P14162,the apricot,was first known in,europe,plant life,is native to,europe
0,the physicians embalmed jacob,person is the son of jacob,P10408,the physicians,embalmed,jacob,person,is the son of,jacob
0,the new stepmother became fond of abraham,person is the son of abraham,P10252,the new stepmother,became fond of,abraham,person,is the son of,abraham
0,this battle is called by historians,person fought in a battle,P8622,this battle,is called by,historians,person,fought in,a battle
0,china agrees to pay to japan,asian country was invaded by japan,P1553,china,agrees to pay to,japan,asian country,was invaded by,japan
0,all animals have been classed as invertebrates,animal lives off animals,P1062,all animals,have been classed as,invertebrates,animal,lives off,animals
0,the conqueror was met by the hero,person became a hero,P7276,the conqueror,was met by,the hero,person,became,a hero
0,james madison used to save the constitution,person drafted the constitution,P8196,james madison,used to save,the constitution,person,drafted,the constitution
0,every other planet is better than the earth,celestial body can be seen from earth,P1991,every other planet,is better than,the earth,celestial body,can be seen from,earth
0,the weavers personated abraham,person is the son of abraham,P10348,the weavers,personated,abraham,person,is the son of,abraham
0,lincoln had called for volunteers,person assassinated lincoln,P6880,lincoln,had called for,volunteers,person,assassinated,lincoln
1,the arrows show the course of the currents,device measures current,P3806,the arrows,show the course of,the currents,device,measures,current
0,texas was annexed under tyler,person is a politician from texas,P9442,texas,was annexed under,tyler,person,is a politician from,texas
1,the temperature was recorded on a recorder,device measures temperature,P3956,the temperature,was recorded on,a recorder,device,measures,temperature
0,leda was raped by zeus,mythical being was the son of zeus,P6392,leda,was raped by,zeus,mythical being,was the son of,zeus
0,currents permit the use of transformers,device measures current,P3816,currents,permit the use of,transformers,device,measures,current
0,these successful rivals extinguished in egypt,person ruled egypt,P11871,these successful rivals,extinguished in,egypt,person,ruled,egypt
0,japan remained outside the current,natural phenomenon occurs in japan,P6446,japan,remained outside,the current,natural phenomenon,occurs in,japan
0,the algae can not produce oxygen,organism requires oxygen,P6573,the algae,can not produce,oxygen,organism,requires,oxygen
0,the rentier is a creature of capitalism,person is associated with capitalism,P9661,the rentier,is a creature of,capitalism,person,is associated with,capitalism
0,bruce will do as minister,person appoints ministers,P6866,bruce,will do as,minister,person,appoints,ministers
0,the surgeon bled times,process is conducted by a surgeon,P14463,the surgeon,bled,times,process,is conducted by,a surgeon
0,the murray rises in the alps,person lives in the alps,P10486,the murray,rises in,the alps,person,lives in,the alps
1,the hippopotamus is confined to africa,animal lives in africa,P753,the hippopotamus,is confined to,africa,animal,lives in,africa
0,india is not in the sense of the term,language is spoken in india,P5610,india,is not in the sense of,the term,language,is spoken in,india
0,the average american watches hours of television,person appeared on television,P6639,the average american,watches hours of,television,person,appeared on,television
1,antwerp became the center in europe,city is in europe,P2561,antwerp,became the center in,europe,city,is in,europe
0,the allies appointed leipzig,city was bombed by the allies,P2956,the allies,appointed,leipzig,city,was bombed by,the allies
1,iraq was overrun by mongols,asian country was invaded by the mongols,P1581,iraq,was overrun by,mongols,asian country,was invaded by,the mongols
0,kennedy accused nixon,person replaced kennedy,P11434,kennedy,accused,nixon,person,replaced,kennedy
0,the united states went to war with spain,european country is an ally of the united states,P5070,the united states,went to war with,spain,european country,is an ally of,the united states
0,rough despots serve as henry viii,person ruled after henry viii,P12051,rough despots,serve as,henry viii,person,ruled after,henry viii
0,reporters surrounded the white house,person works at the white house,P13685,reporters,surrounded,the white house,person,works at,the white house
0,authoritarian dictators ruled most of america,person was born in america,P12470,authoritarian dictators,ruled most of,america,person,was born in,america
0,jacob was never meant to be a toper,person is the son of jacob,P10405,jacob,was never meant to be,a toper,person,is the son of,jacob
0,mice were injected with venom,animal has venom,P401,mice,were injected with,venom,animal,has,venom
0,the servant brought him some bread,worker produces bread,P16320,the servant,brought him,some bread,worker,produces,bread
1,mononucleosis is probably caused by a virus,disease is caused by a virus,P4210,mononucleosis,is probably caused by,a virus,disease,is caused by,a virus
0,the wagner played in paris,artist resided in paris,P1278,the wagner,played in,paris,artist,resided in,paris
1,clothes are made by workmen,worker makes clothes,P16153,clothes,are made by,workmen,worker,makes,clothes
0,morley will take charge of the church,scientist was persecuted by the church,P14815,morley,will take charge of,the church,scientist,was persecuted by,the church
1,the liberalists were carrying on a civil war,person fought in the civil war,P8716,the liberalists,were carrying on,a civil war,person,fought in,the civil war
1,pulleys are also made of wood,device is made of wood,P3699,pulleys,are also made of,wood,device,is made of,wood
0,hostile jews used the name of jesus,person followed jesus,P8449,hostile jews,used the name of,jesus,person,followed,jesus
0,britain have helped the french colonialists,person ruled britain,P11783,britain,have helped,the french colonialists,person,ruled,britain
0,jesus being full of the ghost,person followed jesus,P8339,jesus,being full of,the ghost,person,followed,jesus
0,this hormone encourages the growth of capillaries,body part secretes hormones,P1821,this hormone,encourages the growth of,capillaries,body part,secretes,hormones
1,an american runner seems to have won a medal,person was awarded a medal,P12418,an american runner,seems to have won,a medal,person,was awarded,a medal
0,the clinical thermometer showed no evidence of temperature,device measures temperature,P4009,the clinical thermometer,showed no evidence of,temperature,device,measures,temperature
1,race horse found in the sea,mammal lives in the sea,P6041,race horse,found in,the sea,mammal,lives in,the sea
0,housewives are victimized by capitalism,person is associated with capitalism,P9654,housewives,are victimized by,capitalism,person,is associated with,capitalism
0,francis drake born at plymouth,territory was discovered by francis drake,P15552,francis drake,born at,plymouth,territory,was discovered by,francis drake
0,president reagan referred to the soviet union,person was the leader of the soviet union,P13501,president reagan,referred to,the soviet union,person,was the leader of,the soviet union
0,the queen had disliked the whigs,person gave birth to the queen,P8769,the queen,had disliked,the whigs,person,gave birth to,the queen
0,the church said to abelard,philosopher questioned the church,P13878,the church,said to,abelard,philosopher,questioned,the church
0,germany might annex denmark,european country declared war on germany,P4848,germany,might annex,denmark,european country,declared war on,germany
0,the avenger is longer the hero,person became a hero,P7309,the avenger,is longer,the hero,person,became,a hero
1,cacao has been consumed in europe,plant life is native to europe,P14163,cacao,has been consumed in,europe,plant life,is native to,europe
0,convicts had been sent to australia,person discovered australia,P8159,convicts,had been sent to,australia,person,discovered,australia
0,viruses have helped with an inherited disease,disease is caused by a virus,P4193,viruses,have helped with,an inherited disease,disease,is caused by,a virus
0,advisers were still in korea,person ruled korea,P11713,advisers,were still in,korea,person,ruled,korea
0,an galvanic cell has been formed for any metals,device is made of metal,P3549,an galvanic cell,has been formed for,any metals,device,is made of,metal
0,this pest is a native of america,disease decimated the americas,P4160,this pest,is a native of,america,disease,decimated,the americas
1,george bush lost to bill clinton,person beat george bush,P7082,george bush,lost to,bill clinton,person,beat,george bush
0,the minister had imparted to the commanders,person appoints ministers,P6734,the minister,had imparted to,the commanders,person,appoints,ministers
1,the constitution was a effort of legislators,person drafted the constitution,P8271,the constitution,was a effort of,legislators,person,drafted,the constitution
0,noted writers have been attracted to the radio,person invented the radio,P9386,noted writers,have been attracted to,the radio,person,invented,the radio
0,the barons felt bound by the award,person was given an award,P12853,the barons,felt bound by,the award,person,was given,an award
0,madison asked to declare war,person fought in a war,P8467,madison,asked to declare,war,person,fought in,a war
1,the truth is on the side of communism,person is associated with communism,P9628,the truth,is on the side of,communism,person,is associated with,communism
0,the legislator must understand the constitution,person drafted the constitution,P8259,the legislator,must understand,the constitution,person,drafted,the constitution
1,samuel morse was the inventor of the telegraph,person invented the telegraph,P9272,samuel morse,was the inventor of,the telegraph,person,invented,the telegraph
0,war is the trade of barbarians,person fought in a war,P8491,war,is the trade of,barbarians,person,fought in,a war
0,signore know little of england,person was the king of england,P13225,signore,know little of,england,person,was the king of,england
0,perseus was mounted on pegasus,mythical being was destroyed by perseus,P6339,perseus,was mounted on,pegasus,mythical being,was destroyed by,perseus
0,cambodia became a protectorate of france,asian country trades with france,P1506,cambodia,became a protectorate of,france,asian country,trades with,france
0,the pope bestowed upon him the hat,clothing is worn by the pope,P3026,the pope,bestowed upon him,the hat,clothing,is worn by,the pope
0,eastern georgia became a vassal of russia,asian country shares a border with russia,P1455,eastern georgia,became a vassal of,russia,asian country,shares a border with,russia
0,turner is and is in california,person is the governor of california,P10025,turner,is and is in,california,person,is the governor of,california
0,britain has had prime ministers,person ruled britain,P11768,britain,has had,prime ministers,person,ruled,britain
0,a policeman reported by telephone,person invented the telephone,P9118,a policeman,reported by,telephone,person,invented,the telephone
0,truman sent him to china,person controlled china,P7827,truman,sent him to,china,person,controlled,china
0,the athenians were still in egypt,person ruled egypt,P11976,the athenians,were still in,egypt,person,ruled,egypt
0,chamberlain guaranteed poland,person was born in poland,P12692,chamberlain,guaranteed,poland,person,was born in,poland
0,wood was exposed to an incendiary,device is made of wood,P3641,wood,was exposed to,an incendiary,device,is made of,wood
0,urdu has grown up in india,language is spoken in india,P5620,urdu,has grown up in,india,language,is spoken in,india
0,chocolate became a beverage,food is included in chocolate,P5344,chocolate,became,a beverage,food,is included in,chocolate
1,the monotremes are entirely confined to australia,animal lives in australia,P803,the monotremes,are entirely confined to,australia,animal,lives in,australia
0,the band delighted walter,person plays in a band,P11167,the band,delighted,walter,person,plays in,a band
0,bruno was burned by the church,philosopher questioned the church,P13880,bruno,was burned by,the church,philosopher,questioned,the church
0,lincoln sent to new york,united states president came from new york,P15768,lincoln,sent to,new york,united states president,came from,new york
1,codeine can be given for pain,drug relieves pain,P4607,codeine,can be given for,pain,drug,relieves,pain
0,the saint will punish the accuser,person became a saint,P7208,the saint,will punish,the accuser,person,became,a saint
0,the diamond has been taken to london,person made a fortune from diamonds,P10751,the diamond,has been taken to,london,person,made a fortune from,diamonds
0,the steel does not find a source,person became rich from steel,P7430,the steel,does not find,a source,person,became rich from,steel
0,man is above the vertebrate,animal is not a vertebrate,P730,man,is above,the vertebrate,animal,is not,a vertebrate
0,talleyrand immediately sent for the minister,person appoints ministers,P6872,talleyrand,immediately sent for,the minister,person,appoints,ministers
0,plastic locking clamps,device is made of plastic,P3579,plastic,locking,clamps,device,is made of,plastic
1,louis xiv moved to versailles,monarch lived in versailles,P6175,louis xiv,moved to,versailles,monarch,lived in,versailles
0,the fisherman was provided with clothes,worker makes clothes,P16152,the fisherman,was provided with,clothes,worker,makes,clothes
0,hume tried to defend government,philosopher questioned the government,P13948,hume,tried to defend,government,philosopher,questioned,the government
0,new hampshire lays claim to vermont,territory is bigger than vermont,P15255,new hampshire,lays claim to,vermont,territory,is bigger than,vermont
1,the empire stood at the head of europe,political system is prevalent in europe,P14390,the empire,stood at the head of,europe,political system,is prevalent in,europe
1,the clarinet is a instrument of wood,device is made of wood,P3675,the clarinet,is a instrument of,wood,device,is made of,wood
0,howard commentaries on the constitution,person drafted the constitution,P8198,howard,commentaries on,the constitution,person,drafted,the constitution
0,carter protected steel,person became rich from steel,P7412,carter,protected,steel,person,became rich from,steel
0,the hero is occupied in killing monsters,person became a hero,P7264,the hero,is occupied in,killing monsters,person,became,a hero
0,melville published moby dick,person authored moby dick,P7032,melville,published,moby dick,person,authored,moby dick
1,telescopes have revealed new suns,celestial body can be seen with a telescope,P2041,telescopes,have revealed,new suns,celestial body,can be seen with,a telescope
0,a young man was talking on the telephone,person invented the telephone,P9230,a young man,was talking on,the telephone,person,invented,the telephone
0,the allies met at vienna,city was bombed by the allies,P2908,the allies,met at,vienna,city,was bombed by,the allies
0,julius caesar called a menander,person married julius caesar,P10847,julius caesar,called,a menander,person,married,julius caesar
