GoldLabel,Premise,Hypothesis,PairID,PremiseSubj,PremiseRel,PremiseObj,HypothesisSubj,HypothesisRel,HypothesisObj
neutral,a couple is playing trivial pursuit,the couple is angry,2378055886.jpg#4r1n,a couple,is playing,trivial pursuit,the couple,is,angry
entailment,"I want to talk to him.""",Somebody wants to talk to him.,88371e,I,want to talk,to him,Somebody,wants to talk,to him
contradiction,Rollerblades sliding on a railing.,The rollerblades are sliding on a sidewalk.,2992658871.jpg#4r4c,Rollerblades,sliding,on a railing,The rollerblades,are sliding,on a sidewalk
entailment,This is my home.,This is where I call home.,10172e,This,is,my home,I,call,home
contradiction,Young boys plays sports together.,Old men play sports together.,4107474314.jpg#4r1c,Young boys,plays together,sports,Old men,play together,sports
entailment,A couple is sleeping on a bus.,The people are on the bus.,14107151.jpg#4r1e,A couple,is sleeping,on a bus,The people,are,on the bus
contradiction,Two women laughing together at a table.,Two men laughing together at a table.,3594421304.jpg#3r1c,Two women,laughing together,at a table,Two men,laughing together,at a table
entailment,A college course is in deep thought.,A college class is taking place,33143662.jpg#4r1e,A college course,is,in deep thought,A college class,is taking,place
entailment,You can trust these people.,You can trust the people who are here.,42426e,You,can trust,these people,the people,are,here
entailment,His hometown was Ornans.,His hometown was Ornans.,114742e,His hometown,was,Ornans,His hometown,was,Ornans
neutral,Two woman are reviewing a paper.,Two sisters read the paper.,2494520072.jpg#4r1n,Two woman,are reviewing,a paper,Two sisters,read,the paper
neutral,it nobody forced,No one made it mandatory,90968n,it,forced,nobody,No one,made,it mandatory
contradiction,This person is skiing.,this person is watching TV,3225998968.jpg#4r1c,This person,is,skiing,this person,is watching,TV
contradiction,A girl walking on rocks.,A girl walks across the sand.,765091078.jpg#4r1c,A girl,walking,on rocks,A girl,walks,across the sand
entailment,A horse is pulling a watercraft.,A horse is pulling a load.,137861003.jpg#4r1e,A horse,is pulling,a watercraft,A horse,is pulling,a load
neutral,Three people laying in the snow.,These people are wearing snow pants.,4324845330.jpg#4r1n,Three people,laying,in the snow,These people,are wearing,snow pants
entailment,This leads to ...,This causes something,101633e,This,leads,to,This,causes,something
entailment,A boy regretting playing a board game.,A boy is playing a board game,442322125.jpg#4r1e,A boy,regretting playing,a board game,A boy,is playing,a board game
contradiction,Two guys walking on road.,Two girls walking on road.,4809864612.jpg#4r1c,Two guys,walking,on road,Two girls,walking,on road
contradiction,Two guitar players dressed in white,Two people are wearing all black,3326588088.jpg#4r1c,Two guitar players,dressed,in white,Two people,are wearing,all black
entailment,A young boy playing a keyboard.,A male is using his hands.,3317907694.jpg#2r1e,A young boy,playing,a keyboard,A male,is using,his hands
entailment,Masked protester surrounded by the police.,Police officers and anothe person are near each other.,3064443326.jpg#4r1e,Masked protester,surrounded,by the police,anothe person,are,near each other
contradiction,A man is intently looking at a laptop.,A man is reading a book.,2299720433.jpg#4r1c,A man,is intently looking,at a laptop,A man,is reading,a book
contradiction,A boy is adjusting a museum exhibit.,The boy is looking at a painting.,12668600.jpg#2r3c,A boy,is adjusting,a museum exhibit,The boy,is looking,at a painting
neutral,a small girl trots through the snow.,The girl is five years old.,2337377811.jpg#4r1n,a small girl,trots,through the snow,The girl,is,five years old
entailment,The skateboarder prepares to wipeout.,The skateboarder is ready to fall.,3055716848.jpg#2r1e,The skateboarder,prepares,to wipeout,The skateboarder,is,ready to fall
contradiction,A small child points at a moped.,The child does not see the moped.,4979293130.jpg#4r2c,A small child,points,at a moped,The child,does not see,the moped
neutral,A young woman skates on ice.,A girl playing hockey.,6759026091.jpg#3r1n,A young woman,skates,on ice,A girl,playing,hockey
entailment,A father lovingly stares at his newborn.,A father looks at his baby.,3103292929.jpg#2r1e,A father,lovingly stares,at his newborn,A father,looks,at his baby
entailment,Two people signing books.,Two people giving signatures.,1414412467.jpg#4r2e,Two people,signing,books,Two people,giving,signatures
neutral,A man swims in the water.,A man is swimming breast stroke.,3827402648.jpg#4r1n,A man,swims,in the water,A man,is swimming,breast stroke
contradiction,Firemen are discharging a water cannon.,Firemen eat lunch together.,4685212004.jpg#4r1c,Firemen,are discharging,a water cannon,Firemen,eat together,lunch
contradiction,A crosscountry skier going through the woods.,The man is water skiing.,938162709.jpg#1r1c,A crosscountry skier,going,through the woods,The man,is,water skiing
entailment,"Red said, carelessly, ""He's around somewhere.","""He's somewhere,"" Red stated without a care.",55217e,Red,said carelessly,He's around somewhere,He,'s,somewhere
entailment,softball player swinging at a pitch,A softball player swings the bat.,3517127930.jpg#3r1e,softball player,swinging,at a pitch,A softball player,swings,the bat
entailment,A boy getting a shower,A child is getting clean.,2911919938.jpg#4r1e,A boy,getting,a shower,A child,is getting,clean
neutral,A small dog runs through a field.,The puppy is chasing a ball.,3294209955.jpg#4r1n,A small dog,runs,through a field,The puppy,is chasing,a ball
neutral,Two pale adults scream at the beach!,The adults argue at the beach.,2422898984.jpg#3r1n,Two pale adults,scream,at the beach,The adults,argue,at the beach
entailment,A female is out hiking a mountain.,A female is outside.,3826476033.jpg#4r1e,A female,is out hiking,a mountain,A female,is,outside
entailment,A family standing in shallow water.,The family is in some water.,4467116231.jpg#4r1e,A family,standing,in shallow water,The family,is,in some water
neutral,"Slim said, ""Sir?""",The Sir had the answer.,126099n,Slim,said,Sir,The Sir,had,the answer
contradiction,A woman runs along the shore.,A woman is slowly walking by the shore.,3532200762.jpg#4r1c,A woman,runs,along the shore,A woman,is slowly walking,by the shore
entailment,A little dog running between yellow poles.,The dog ran between the poles.,2935703360.jpg#2r1e,A little dog,running,between yellow poles,The dog,ran,between the poles
contradiction,It was horrible.,It was nice,29116c,It,was,horrible,It,was,nice
entailment,The crusaders are marching along the road.,Some people are marching on a road,4679881654.jpg#3r1e,The crusaders,are marching,along the road,Some people,are marching,on a road
neutral,A city block is sealed off by the police.,People can not access the city block.,193657666.jpg#3r1n,A city block,is sealed off,by the police,People,can not access,the city block
contradiction,An old jeep partially submerged in water,The new jeep sank into water.,211981411.jpg#2r1c,An old jeep,partially submerged,in water,The new jeep,sank,into water
contradiction,A dog shaking water off.,The dog is sleeping in a field.,1957371533.jpg#4r2c,A dog,shaking off,water,The dog,is sleeping,in a field
contradiction,Three men are riding on public transportation.,The women are on a bus.,2035902801.jpg#2r1c,Three men,are riding,on public transportation,The women,are,on a bus
contradiction,Two people talking walk down the sidewalk.,Two people are riding bikes.,4690256836.jpg#4r1c,Two people talking,walk,down the sidewalk,Two people,are riding,bikes
contradiction,Some people dancing on a stage.,The stage is empty,2430234766.jpg#4r1c,Some people,dancing,on a stage,The stage,is,empty
entailment,three men hike in the snow.,Three men are walking ouside.,433810429.jpg#4r1e,three men,hike,in the snow,Three men,are walking,ouside
entailment,A blond woman holding an ax.,a woman holds an ax,44885232.jpg#4r1e,A blond woman,holding,an ax,a woman,holds,an ax
contradiction,A young lady talking directly into a microphone.,An old man speaks into the gramophone.,1578894657.jpg#2r1c,A young lady,talking directly,into a microphone,An old man,speaks,into the gramophone
entailment,A goalie is catching a soccer ball.,A person is playing soccer.,7035403481.jpg#4r1e,A goalie,is catching,a soccer ball,A person,is playing,soccer
contradiction,Four people are browsing in a market.,Four people went shopping online.,4725679036.jpg#4r1c,Four people,are browsing,in a market,Four people,went,shopping online
entailment,People playing an arcade machine.,People playing an arcade game.,4061129366.jpg#4r1e,People,playing,an arcade machine,People,playing,an arcade game
entailment,A food vendor happily serves his hungry customers.,A food vendor is busy.,3444281183.jpg#1r1e,A food vendor,happily serves,his hungry customers,A food vendor,is,busy
contradiction,Three people standing on a stage.,Five people standing on a stage.,4389770745.jpg#4r1c,Three people,standing,on a stage,Five people,standing,on a stage
neutral,A child hits a baseball.,A child is playing peewee baseball.,535249787.jpg#4r1n,A child,hits,a baseball,A child,is playing,peewee baseball
neutral,A smiling child is swinging on a swing.,The child is being pushed by her mother.,832128857.jpg#2r1n,A smiling child,is swinging,on a swing,The child,is being pushed,by her mother
entailment,A woman is walking down a street.,A woman is walking outside.,2374289148.jpg#4r2e,A woman,is walking,down a street,A woman,is walking,outside
neutral,A boy plays tennis.,A boy is playing his favorite sport.,3425071001.jpg#4r1n,A boy,plays,tennis,A boy,is playing,his favorite sport
neutral,a chinese man sitting down waiting for customers.,The Chinese man is a waiter.,272045297.jpg#1r1n,a chinese man,sitting down,waiting for customers,The Chinese man,is,a waiter
contradiction,A family enjoys the outside.,A family watching television.,3698350607.jpg#4r1c,A family,enjoys,the outside,A family,watching,television
entailment,Many people listening to concert.,A crowd attends a concert.,4649427913.jpg#4r1e,Many people,listening,to concert,A crowd,attends,a concert
contradiction,Woman dancing before a crowd,A dancing crowd is being watched by a woman.,4331822848.jpg#4r1c,Woman,dancing,before a crowd,A dancing crowd,is being watched,by a woman
contradiction,A wolf moves over the snow.,The wolf is moving over dry lands.,2318659263.jpg#4r1c,A wolf,moves,over the snow,The wolf,is moving,over dry lands
entailment,that would be fun,That'd be fun.,30096e,that,would be,fun,That,'d be,fun
entailment,A man holding a chainsaw.,A man uses a chainsaw.,113291048.jpg#4r1e,A man,holding,a chainsaw,A man,uses,a chainsaw
contradiction,Two people riding a motorcycle.,Two monkeys play on a scooter.,3061481868.jpg#3r1c,Two people,riding,a motorcycle,Two monkeys,play,on a scooter
neutral,A man resting on a street.,A man sitting on a street.,290764786.jpg#4r1n,A man,resting,on a street,A man,sitting,on a street
entailment,People are walking over a bridge.,People are strolling outside.,4879766314.jpg#4r1e,People,are walking,over a bridge,People,are strolling,outside
neutral,A man is grilling out in his backyard.,The man is grilling for his family.,157910841.jpg#3r1n,A man,is grilling out,in his backyard,The man,is grilling,for his family
contradiction,Two small girls running down a hallway.,The girls are crawling down the hallway.,3079341641.jpg#3r1c,Two small girls,running,down a hallway,The girls,are crawling,down the hallway
neutral,A boy is skateboarding at night.,The boy only skateboards at night.,3793793899.jpg#4r1n,A boy,is skateboarding,at night,The boy,only skateboards,at night
neutral,"Exactly, said Tuppence.","""Pretty much,"" said Tuppence. ",121452n,Exactly,said,Tuppence,Pretty much,said,Tuppence
neutral,A man is using an umbrella.,The man is holding a black umbrella.,595063831.jpg#4r1n,A man,is using,an umbrella,The man,is holding,a black umbrella
neutral,"It serves well, said San'doro.",San'doro is talking about a machine.,136666n,It serves well,said,San'doro,San'doro,is talking,about a machine
contradiction,An older man is adjusting his glasses.,The man is taking off his glasses.,3201910861.jpg#3r1c,An older man,is adjusting,his glasses,The man,is taking off,his glasses
contradiction,A grayish dog running in the snow.,The cat is running in the snow.,2169951750.jpg#2r1c,A grayish dog,running,in the snow,The cat,is running,in the snow
neutral,She disappeared into her room.,She very quickly went to her room.,26153n,She,disappeared,into her room,She,very quickly went,to her room
contradiction,It was a terrible flight.,The flight was amazing. ,97067c,It,was,a terrible flight,The flight,was,amazing
neutral,A few people standing in the road.,A few man chatting in the street.,4560100704.jpg#4r1n,A few people,standing,in the road,A few man,chatting,in the street
entailment,A little girl sliding into a pool.,A child is sliding at the pool.,497122685.jpg#4r1e,A little girl,sliding,into a pool,A child,is sliding,at the pool
neutral,A woman is singing in a band.,The band is a rock band.,2809396455.jpg#4r1n,A woman,is singing,in a band,The band,is,a rock band
contradiction,A lady gets a new hairdo.,A man gets a new hairdo.,369567283.jpg#4r1c,A lady,gets,a new hairdo,A man,gets,a new hairdo
entailment,Four women are looking through photos.,Four women are looking at photos,4867994698.jpg#1r1e,Four women,are looking,through photos,Four women,are looking,at photos
entailment,A man is singing into a microphone.,A guy is performing a song.,5024991277.jpg#4r6e,A man,is singing,into a microphone,A guy,is performing,a song
contradiction,He turned to his wife.,He turned to his dog.,26571c,He,turned,to his wife,He,turned,to his dog
entailment,"I see, said Tommy.",Tommy acknowledged the situation. ,71826e,I see,said,Tommy,Tommy,acknowledged,the situation
entailment,A boy jumping on a trampoline.,a trampoline is being jumped on,2874876837.jpg#3r1e,A boy,jumping,on a trampoline,a trampoline,is being jumped,on
contradiction,People are walking down the street.,A dog is walking to the store.,2344943371.jpg#2r1c,People,are walking,down the street,A dog,is walking,to the store
contradiction,Women play lacrosse.,Women are playing volleyball.,123997871.jpg#4r1c,Women,play,lacrosse,Women,are playing,volleyball
entailment,A crowd is watching a teenager perform.,Many people are in the audience.,3670184928.jpg#3r1e,A crowd,is watching,a teenager perform,Many people,are,in the audience
contradiction,A woman is making a clay pot.,A man is painting a painting.,4195751574.jpg#4r1c,A woman,is making,a clay pot,A man,is painting,a painting
contradiction,A mechanic is on the phone.,The person is on his email.,6239113139.jpg#4r1c,A mechanic,is,on the phone,The person,is,on his email
entailment,Two elderly women speak to each other.,two women talking to each other,4446496491.jpg#3r1e,Two elderly women,speak,to each other,two women,talking,to each other
contradiction,A boat worker securing line.,The boat worker is swimming in the ocean.,3691765410.jpg#4r1c,A boat worker,securing,line,The boat worker,is swimming,in the ocean
contradiction,Islam Comes to India,India rejects Islam.,91042c,Islam,Comes,to India,India,rejects,Islam
entailment,A woman singing into a microphone.,A woman sings into a microphone.,6179396322.jpg#2r1e,A woman,singing,into a microphone,A woman,sings,into a microphone
entailment,"Untrue, said the Kal.",Kal said it's not true.,117689e,Untrue,said,the Kal,Kal,said,it's not true
contradiction,A brown dog is running in the sand.,The brown dog is running after Elvis.,1117972841.jpg#0r1c,A brown dog,is running,in the sand,The brown dog,is running,after Elvis
neutral,This is people doing laundry.,The men are doing their laundry.,5169300296.jpg#4r1n,This,is,people doing laundry,The men,are doing,their laundry
contradiction,Workers constructing a temporary structure.,These men are sleeping on the job.,76605444.jpg#3r3c,Workers,constructing,a temporary structure,These men,are sleeping,on the job
entailment,A man leans against a table.,A man is leaning on a table,4410033566.jpg#4r3e,A man,leans,against a table,A man,is leaning,on a table
contradiction,a young girl rides a rubber horse.,A stallion is running through a field.,2532294586.jpg#3r1c,a young girl,rides,a rubber horse,A stallion,is running,through a field
contradiction,"I don't remember, I said. ",I said I remember.,92387c,I don't remember,said,I,I,said,I remember
contradiction,A little girl cutting up paper.,A boy makes a mud pie.,3124310426.jpg#4r1c,A little girl,cutting up,paper,A boy,makes,a mud pie
neutral,A white dog runs on a beach.,The dog is running away.,878758390.jpg#4r1n,A white dog,runs,on a beach,The dog,is running,away
contradiction,Three dogs meet in the snow.,dogs pant in the heat,2340206885.jpg#3r1c,Three dogs,meet,in the snow,dogs,pant,in the heat
neutral,A little boy shoveling snow.,The boy is wearing mittens.,3298561497.jpg#4r1n,A little boy,shoveling,snow,The boy,is wearing,mittens
neutral,This reduction is estimated to save $18.,The reduction saves $18 each day.,52967n,This reduction,is estimated,to save $18,The reduction,saves,$18 each day
contradiction,A girl doing a back bend.,A girl is doing a front roll,3362805914.jpg#4r1c,A girl,doing,a back bend,A girl,is doing,a front roll
neutral,Several men are eating off plates.,Several men are attending a business luncheon.,229574079.jpg#3r1n,Several men,are eating off,plates,Several men,are attending,a business luncheon
contradiction,A woman walking past a sign.,A man walking past a sign.,4115581760.jpg#4r1c,A woman,walking,past a sign,A man,walking,past a sign
entailment,A woman is using a cheese grater.,The woman is grating cheese.,6260674203.jpg#3r1e,A woman,is using,a cheese grater,The woman,is grating,cheese
entailment,man in suit walking past elevator.,A man is wearing a suit,2007844443.jpg#3r1e,man in suit,walking,past elevator,A man,is wearing,a suit
neutral,Children playing different instruments.,Two children play the oboe.,381763336.jpg#4r1n,Children,playing,different instruments,Two children,play,the oboe
entailment,White dog chasing a yellow toy.,A dog is chasing a toy.,2404692474.jpg#2r1e,White dog,chasing,a yellow toy,A dog,is chasing,a toy
contradiction,A man is leaving his orange car.,The man's car is blue.,2373932560.jpg#3r1c,A man,is leaving,his orange car,The man's car,is,blue
entailment,Two little girls are eating ice cream.,Some girls are enjoying some ice cream.,4045308081.jpg#4r1e,Two little girls,are eating,ice cream,Some girls,are enjoying,some ice cream
neutral,What's up? he inquired.,He asked what was happening.,96970n,What's up,inquired,he,He,asked,what was happening
neutral,A boy is covered in bubbles.,The boy is taking a bubble bath.,1075881101.jpg#4r1n,A boy,is covered,in bubbles,The boy,is taking,a bubble bath
entailment,A businessman looking out his door.,A man is indoors.,272045297.jpg#4r1e,A businessman,looking out,his door,A man,is,indoors
neutral,Few dames made the cut.,It was a stiff competition.,42603n,Few dames,made,the cut,It,was,a stiff competition
entailment,Rock climbing in the mountains.,Someone is exercising outside.,437673289.jpg#4r1e,Rock,climbing,in the mountains,Someone,is exercising,outside
entailment,Two kids jumping into the river.,the kids are wet,5562469374.jpg#4r1e,Two kids,jumping,into the river,the kids,are,wet
entailment,A girl is holding a fishing rod.,A girl is holding something,4697429772.jpg#4r1e,A girl,is holding,a fishing rod,A girl,is holding,something
entailment,A man riding a dirt bike,A man is outside.,3488512097.jpg#4r3e,A man,riding,a dirt bike,A man,is,outside
contradiction,A female athlete gets ready to run.,A male athlete prepare to run.,3670974981.jpg#3r1c,A female athlete,gets,ready to run,A male athlete,prepare,to run
contradiction,"A happy boy, jumps in the sand.",A boy crying at the game.,418619800.jpg#3r1c,A happy boy,jumps,in the sand,A boy,crying,at the game
neutral,A dog chews on a stick.,A dog is chewing a wooden stick.,300539993.jpg#4r3n,A dog,chews,on a stick,A dog,is chewing,a wooden stick
contradiction,Child explores a snail shell.,An adult explores a snail shell.,2438726098.jpg#4r1c,Child,explores,a snail shell,An adult,explores,a snail shell
neutral,A seductive women looking to entice a man.,The prostitute looked at the man.,4706794395.jpg#3r1n,A seductive women,looking to entice,a man,The prostitute,looked,at the man
entailment,you know if somebody's hungry,if a person wants to eat you understand that,16254e,you,know,if somebody's hungry,a person,wants,to eat you
neutral,Two men boxing in a match.,Two men trying to win a match.,3544803461.jpg#2r1n,Two men,boxing,in a match,Two men,trying to win,a match
neutral,Young men playing football.,People are playing flag football.,8052387530.jpg#4r2n,Young men,playing,football,People,are playing,flag football
contradiction,The dog is holding a yellow toy.,A dog is drinking water.,3368671163.jpg#4r1c,The dog,is holding,a yellow toy,A dog,is drinking,water
entailment,Two construction workers are assembling some scaffolding.,Workers build an object.,6847096860.jpg#1r1e,Two construction workers,are assembling,some scaffolding,Workers,build,an object
entailment,He saved my life.,My life was saved by him.,21282e,He,saved,my life,My life,was saved,by him
entailment,Small black dog running in grass,A dog runs in gras,3419634480.jpg#3r1e,Small black dog,running,in grass,A dog,runs,in gras
entailment,White-haired man works on sculpture.,A person works on a sculpture.,2557059247.jpg#2r1e,White-haired man,works,on sculpture,A person,works,on a sculpture
entailment,A woman stands outside a store.,A person is by a store.,2854234756.jpg#4r1e,A woman,stands,outside a store,A person,is,by a store
contradiction,The government says so.,The government has nothing to say.,38176c,The government,says,so,The government,has,nothing to say
neutral,Three girls play in the sand.,Three girls are at the beach.,1248940539.jpg#4r1n,Three girls,play,in the sand,Three girls,are,at the beach
contradiction,Young women wearing a pink coat.,Old ladies sitting on the beach,4591783726.jpg#4r1c,Young women,wearing,a pink coat,Old ladies,sitting,on the beach
entailment,A black dog running towards a camera.,An animal approaches a camera.,2679851489.jpg#3r1e,A black dog,running,towards a camera,An animal,approaches,a camera
entailment,The hotel servants surrounded them.,They were encircled by butlers.,126615e,The hotel servants,surrounded,them,They,were encircled,by butlers
neutral,Dog running in yard.,A dog chases a ball.,3223973114.jpg#4r1n,Dog,running,in yard,A dog,chases,a ball
entailment,A brown dog jumping over a pole.,An animal is using its legs.,3422146099.jpg#3r5e,A brown dog,jumping,over a pole,An animal,is using,its legs
entailment,We were surrounded by White's men.,Whte's men surrounded us.,14475e,We,were surrounded,by White's men,Whte's men,surrounded,us
entailment,It was a strong business.,The business was not weak.,50254e,It,was,a strong business,The business,was not,weak
neutral,Three blond women making a toast.,They are making breakfast,4654883364.jpg#2r1n,Three blond women,making,a toast,They,are making,breakfast
entailment,Two blond boys are playing on a bed.,two boys are playing on a bed,857914283.jpg#3r1e,Two blond boys,are playing,on a bed,two boys,are playing,on a bed
entailment,A multiracial couple posing for a picture,Two people are in this picture.,1042590306.jpg#4r1e,A multiracial couple,posing,for a picture,Two people,are,in this picture
entailment,Construction workers working at night.,Construction guys are working in the dark.,3241627311.jpg#4r1e,Construction workers,working,at night,Construction guys,are working,in the dark
neutral,Two musicians practicing for a performance.,Two men play music.,2858835419.jpg#2r1n,Two musicians,practicing,for a performance,Two men,play,music
entailment,Kids playing softball.,Some kids are playing ball.,1355703632.jpg#4r2e,Kids,playing,softball,Some kids,are playing,ball
neutral,A tattooed man walks down the street.,The man has an elephant tattoo.,493276179.jpg#4r1n,A tattooed man,walks,down the street,The man,has,an elephant tattoo
entailment,A man dives into a river.,The man is outside jumping into the water.,5903121771.jpg#4r1e,A man,dives,into a river,The man,is,outside
contradiction,Shite! shouted Adrin.,Shite! shouted Jon,84427c,Shite,shouted,Adrin,Shite,shouted,Jon
entailment,A white dog running through the grass.,The dog is outdoors.,2578395598.jpg#1r1e,A white dog,running,through the grass,The dog,is,outdoors
neutral,These people are walking on cement blocks.,The cement blocks are a wall.,4612143549.jpg#4r1n,These people,are walking,on cement blocks,The cement blocks,are,a wall
contradiction,A Man Called Desk,A woman called chair.,103021c,A Man,Called,Desk,A woman,called,chair
contradiction,Two older women are walking in shallow water.,two older woman danced in the rainstorm,4902104884.jpg#3r1c,Two older women,are walking,in shallow water,two older woman,danced,in the rainstorm
neutral,A girl rides on a swing.,A young girl is swinging high in the air.,3670918456.jpg#4r1n,A girl,rides,on a swing,A young girl,is swinging high,in the air
contradiction,The rival teams are playing basketball.,Fish are swimming in a pond.,3217620013.jpg#4r1c,The rival teams,are playing,basketball,Fish,are swimming,in a pond
contradiction,Two asian children standing on cement.,The children are standing on grass.,3595080592.jpg#2r1c,Two asian children,standing,on cement,The children,are standing,on grass
neutral,two older men are riding horses,Two men are riding black stallions.,4930823945.jpg#3r1n,two older men,are riding,horses,Two men,are riding,black stallions
neutral,Several people are playing in the fountains.,Some people are drinking the water,11678931.jpg#3r5n,Several people,are playing,in the fountains,Some people,are drinking,the water
entailment,A tourist is reading a map.,A tourist has a map.,4851939948.jpg#4r1e,A tourist,is reading,a map,A tourist,has,a map
neutral,a brown dog jumping through the grass.,A dog is playing in the grass,3030793171.jpg#1r1n,a brown dog,jumping,through the grass,A dog,is playing,in the grass
neutral,A Dalmation runs along a beach.,The dog is chasing a frisbee.,3222842866.jpg#4r1n,A Dalmation,runs,along a beach,The dog,is chasing,a frisbee
contradiction,Little boy eating a banana.,A boy is eating an apple.,3178587591.jpg#4r1c,Little boy,eating,a banana,A boy,is eating,an apple
contradiction,Five people are sitting inside a building.,Five people are sitting around a campfire.,133280380.jpg#3r3c,Five people,are sitting,inside a building,Five people,are sitting,around a campfire
entailment,A child is wading in the water.,The child is getting wet.,3553434575.jpg#4r1e,A child,is wading,in the water,The child,is getting,wet
contradiction,The boy is skateboarding on the stairs.,The boy is sitting on the stairs.,3547368652.jpg#3r1c,The boy,is skateboarding,on the stairs,The boy,is sitting,on the stairs
contradiction,A race car is observed by the crowd.,A house is being observed by the crowd.,2533414541.jpg#4r1c,A race car,is observed,by the crowd,A house,is being observed,by the crowd
neutral,Two dogs fighting over a Frisbee,Two dogs are friends,535529555.jpg#4r1n,Two dogs,fighting,over a Frisbee,Two dogs,are,friends
entailment,A few people are getting on a buss.,People are on a bus.,4712292911.jpg#2r1e,A few people,are getting,on a buss,People,are,on a bus
neutral,Two dogs are smelling each other.,Two dogs are at a park.,2636876892.jpg#3r1n,Two dogs,are smelling,each other,Two dogs,are,at a park
entailment,A person is rock climbing.,Someone is touching rocks,7849619682.jpg#4r6e,A person,is,rock climbing,Someone,is touching,rocks
entailment,A crosscountry skier following a path.,The skier is in the snow.,938162709.jpg#2r1e,A crosscountry skier,following,a path,The skier,is,in the snow
